Mean,STD,RMS,Male/Female,Gesture
1.55,0.506352746,1.627988534,1,2
1.519,0.485793698,1.592322204,1,2
1.537333333,0.429377523,1.594243812,1,2
1.546,0.416302277,1.599264414,1,2
1.550666667,0.449735043,1.612478424,1,2
1.550666667,0.394959041,1.598549342,1,2
1.556333333,0.37629302,1.599703097,1,2
1.558,0.417524726,1.611173485,1,2
1.544333333,0.391765969,1.591643804,1,2
1.549333333,0.405334543,1.59976665,1,2
1.568,0.472830071,1.635463237,1,2
1.577,0.526341635,1.659737931,1,2
1.569,0.499892057,1.64417862,1,2
1.560666667,0.47109508,1.627947583,1,2
1.536666667,0.445470177,1.597865243,1,2
1.490333333,0.414691271,1.545098702,1,2
1.476666667,0.3701289,1.520846256,1,2
1.464,0.350758783,1.504070034,1,2
1.466666667,0.334657141,1.503121197,1,2
1.486333333,0.362714701,1.52851671,1,2
1.52,0.391707139,1.568030612,1,2
1.517333333,0.365899302,1.559397319,1,2
1.531333333,0.371638806,1.574323135,1,2
1.523666667,0.377975399,1.568331385,1,2
1.503,0.372291599,1.546929216,1,2
1.479333333,0.328601355,1.51420166,1,2
1.459666667,0.310622105,1.491273505,1,2
1.458333333,0.337711194,1.495654818,1,2
1.451333333,0.326388105,1.486387119,1,2
1.457666667,0.330523966,1.49345126,1,2
1.449333333,0.369220365,1.494103968,1,2
1.444,0.397861525,1.496045899,1,2
1.422,0.373071131,1.468545766,1,2
1.415666667,0.342281225,1.455116261,1,2
1.438,0.333925451,1.475002825,1,2
1.511666667,0.382848519,1.557826477,1,2
1.540666667,0.419695566,1.594969174,1,2
1.585666667,0.547481276,1.674539738,1,2
1.603,0.542682672,1.689466385,1,2
1.623666667,0.54284362,1.709137209,1,2
1.612333333,0.531891118,1.69502114,1,2
1.649,0.548768841,1.735024496,1,2
1.646,0.509005792,1.720397241,1,2
1.606,0.490261014,1.67677667,1,2
1.56,0.441611469,1.619296143,1,2
1.520666667,0.406133436,1.572219238,1,2
1.514666667,0.387349377,1.561810915,1,2
1.500666667,0.381340045,1.546794535,1,2
1.528333333,0.346042486,1.565744764,1,2
1.542333333,0.340371839,1.578221573,1,2
1.552,0.390855825,1.59886835,1,2
1.513666667,0.381001252,1.559329984,1,2
1.484666667,0.388700162,1.533064469,1,2
1.465666667,0.393723895,1.51592546,1,2
1.46,0.422047554,1.517823002,1,2
1.444,0.416939589,1.501059626,1,2
1.452666667,0.436798173,1.514817921,1,2
1.467,0.422244822,1.524610333,1,2
1.489333333,0.439858389,1.550851379,1,2
1.483666667,0.413308629,1.538309678,1,2
1.496333333,0.39020316,1.544731908,1,2
1.528333333,0.406185649,1.579648695,1,2
1.563666667,0.401698835,1.612772974,1,2
1.576333333,0.441279357,1.63495056,1,2
1.546666667,0.431143894,1.603704046,1,2
1.521666667,0.374921448,1.565678767,1,2
1.505,0.349371357,1.54370226,1,2
1.499,0.341965415,1.536243253,1,2
1.538333333,0.290588978,1.564639469,1,2
1.566,0.317388047,1.596788444,1,2
1.595666667,0.39858096,1.643083483,1,2
1.58,0.424467212,1.634186852,1,2
1.532,0.393747687,1.58015611,1,2
1.516333333,0.360961201,1.557310716,1,2
1.502666667,0.370004038,1.546074599,1,2
1.485666667,0.34695407,1.524326081,1,2
1.463333333,0.328280088,1.498505923,1,2
1.44,0.300906676,1.470077095,1,2
1.433333333,0.273373981,1.458316381,1,2
1.440333333,0.268115818,1.464257491,1,2
1.452,0.348804856,1.491949508,1,2
1.471666667,0.366202161,1.515069855,1,2
1.507333333,0.459099068,1.573467508,1,2
1.494666667,0.470947199,1.564744921,1,2
1.516,0.615677927,1.632384759,1,2
1.475,0.591827969,1.585626059,1,2
1.461666667,0.540198452,1.555170945,1,2
1.482333333,0.497716741,1.56101783,1,2
1.477333333,0.482099813,1.551511091,1,2
1.467666667,0.445201879,1.531549324,1,2
1.485,0.396021159,1.535197056,1,2
1.496666667,0.409502081,1.549875264,1,2
1.529333333,0.505814013,1.60816044,1,2
1.527333333,0.489876363,1.601476402,1,2
1.557333333,0.464014962,1.622781563,1,2
1.608,0.520281091,1.687404318,1,2
1.599666667,0.534825033,1.68387549,1,2
1.571666667,0.491248117,1.644207002,1,2
1.583,0.460076081,1.646360633,1,2
1.568333333,0.441518409,1.627301447,1,2
1.552666667,0.411992077,1.604634953,1,2
1.585666667,0.370253253,1.626916306,1,2
1.584,0.358585343,1.622761022,1,2
1.616333333,0.395591947,1.662471052,1,2
1.619333333,0.381041525,1.662105091,1,2
1.595333333,0.359191941,1.633954304,1,2
1.596666667,0.337734167,1.630830055,1,2
1.581,0.306350599,1.609435719,1,2
1.533666667,0.279229029,1.558044715,1,2
1.504666667,0.23425205,1.522191403,1,2
1.484666667,0.235177605,1.502564474,1,2
1.461666667,0.240015565,1.48059335,1,2
1.453666667,0.288414014,1.481066057,1,2
1.434333333,0.300880127,1.464521537,1,2
1.410666667,0.294804825,1.440136568,1,2
1.384666667,0.292559847,1.414227704,1,2
1.353333333,0.29065127,1.383175091,1,2
1.362666667,0.257614164,1.386006253,1,2
1.388,0.280791983,1.415189033,1,2
1.388,0.326469093,1.424630946,1,2
1.432,0.354647956,1.473840787,1,2
1.445,0.377009558,1.491785284,1,2
1.438,0.364600868,1.482007647,1,2
1.429,0.336711787,1.466845822,1,2
1.415333333,0.327990048,1.451606007,1,2
1.442333333,0.372333585,1.488064739,1,2
1.474666667,0.422053546,1.531937771,1,2
1.515333333,0.497509198,1.592325344,1,2
1.612,0.501448935,1.685708555,1,2
1.680333333,0.551183575,1.765558457,1,2
1.696333333,0.58866584,1.792351342,1,2
1.717666667,0.640730635,1.829543659,1,2
1.708333333,0.595778733,1.805968807,1,2
1.672333333,0.5866955,1.769021387,1,2
1.648,0.533753139,1.72953751,1,2
1.648333333,0.493503194,1.718263658,1,2
1.663333333,0.486899645,1.730851428,1,2
1.633,0.466129699,1.696090603,1,2
1.574333333,0.442046053,1.633222785,1,2
1.534333333,0.407825887,1.58586149,1,2
1.494,0.398640794,1.544556031,1,2
1.481666667,0.420041733,1.538144987,1,2
1.468,0.384621623,1.51592436,1,2
1.456666667,0.356151201,1.49816332,1,2
1.461333333,0.325149656,1.495892153,1,2
1.462333333,0.320125873,1.495821959,1,2
1.447333333,0.29852434,1.476793824,1,2
1.443,0.278458193,1.468742092,1,2
1.458666667,0.296167862,1.487447478,1,2
1.471,0.331333252,1.506639749,1,2
1.467666667,0.317736427,1.500545456,1,2
1.481666667,0.273874919,1.505936032,1,2
1.522,0.263666456,1.543919255,1,2
1.542333333,0.32559424,1.575204749,1,2
1.523666667,0.30384301,1.552676184,1,2
1.529333333,0.295482462,1.55668237,1,2
1.525333333,0.332977511,1.560070511,1,2
1.498666667,0.362450789,1.540452315,1,2
1.475333333,0.396395251,1.525942332,1,2
1.463666667,0.376439612,1.50973618,1,2
1.456,0.353354369,1.496874522,1,2
1.438666667,0.331160273,1.475050282,1,2
1.406,0.315917929,1.43990046,1,2
1.383,0.298006596,1.413696101,1,2
1.378666667,0.289598216,1.407761817,1,2
1.383666667,0.32302966,1.419649018,1,2
1.414,0.386314148,1.464124312,1,2
1.457,0.409668916,1.51164921,1,2
1.529,0.454861479,1.593060995,1,2
1.554,0.481782609,1.624590205,1,2
1.544333333,0.479818093,1.614780687,1,2
1.547,0.459603652,1.611646156,1,2
1.567,0.452252218,1.628865658,1,2
1.603333333,0.432947662,1.65887713,1,2
1.640666667,0.436553377,1.695881285,1,2
1.648333333,0.486260065,1.716266296,1,2
1.639,0.489900412,1.708310081,1,2
1.621666667,0.496422257,1.693523939,1,2
1.603333333,0.522317999,1.68356764,1,2
1.582333333,0.525505887,1.664550991,1,2
1.552,0.48897077,1.62475434,1,2
1.525,0.449457527,1.587735284,1,2
1.499,0.414432308,1.55339306,1,2
1.49,0.401076139,1.541298154,1,2
1.460666667,0.389145247,1.509944811,1,2
1.496666667,0.395791075,1.546428143,1,2
1.516,0.381617248,1.561740482,1,2
1.496666667,0.387950702,1.544506394,1,2
1.473,0.365769383,1.516264049,1,2
1.462,0.373929737,1.507516722,1,2
1.461,0.407061378,1.514825623,1,2
1.455,0.403337371,1.508072722,1,2
1.464666667,0.380686615,1.511734104,1,2
1.482333333,0.371526983,1.52667722,1,2
1.469666667,0.361476697,1.512028439,1,2
1.446,0.324967903,1.480878118,1,2
1.445333333,0.292795484,1.473723176,1,2
1.426333333,0.293192691,1.455171238,1,2
1.455666667,0.342140154,1.494029228,1,2
1.504666667,0.345749893,1.542588733,1,2
1.548666667,0.364443206,1.58957856,1,2
1.567666667,0.356309468,1.606332261,1,2
1.591666667,0.396398296,1.638687483,1,2
1.572333333,0.416733466,1.624841531,1,2
1.563333333,0.394298446,1.610683085,1,2
1.552,0.360453737,1.591948492,1,2
1.547333333,0.391882577,1.594582495,1,2
1.499333333,0.373676361,1.543690383,1,2
1.477666667,0.369843241,1.521750089,1,2
1.458666667,0.388069789,1.507742241,1,2
1.460333333,0.418523541,1.517200272,1,2
1.463333333,0.413424165,1.518738512,1,2
1.486333333,0.404606947,1.538647675,1,2
1.469333333,0.392998494,1.519289308,1,2
1.439666667,0.366864471,1.484164187,1,2
1.410333333,0.330980605,1.447389604,1,2
1.395,0.328536462,1.431908982,1,2
1.389666667,0.337899019,1.428825858,1,2
1.475,0.361622302,1.517246409,1,2
1.528666667,0.39640395,1.577567748,1,2
1.562,0.412497858,1.613792634,1,2
1.553666667,0.396358279,1.601793786,1,2
1.568666667,0.422069886,1.622627499,1,2
1.576666667,0.40900496,1.627140641,1,2
1.594,0.429712013,1.649040125,1,2
1.594333333,0.441655845,1.652409352,1,2
1.271333333,0.230916216,1.291446218,1,1
1.267333333,0.234799009,1.288187357,1,1
1.232333333,0.215193311,1.250363947,1,1
1.232333333,0.186541727,1.245906631,1,1
1.281,0.193664303,1.295074,1,1
1.257666667,0.172320538,1.269027186,1,1
1.240333333,0.167979542,1.251280677,1,1
1.241333333,0.16986269,1.252517465,1,1
1.231666667,0.164821394,1.242281503,1,1
1.225333333,0.155978189,1.234892708,1,1
1.193,0.148048221,1.201847189,1,1
1.162333333,0.134540939,1.169836171,1,1
1.168,0.174798406,1.180576131,1,1
1.178333333,0.188991577,1.19289424,1,1
1.181666667,0.188223699,1.196069953,1,1
1.199666667,0.203427244,1.216225034,1,1
1.230333333,0.253954698,1.25541361,1,1
1.242333333,0.289776172,1.274583592,1,1
1.268,0.279363809,1.297407672,1,1
1.258666667,0.258773411,1.284123566,1,1
1.274666667,0.247285028,1.297646588,1,1
1.253,0.254925953,1.277822366,1,1
1.246666667,0.235830643,1.26804574,1,1
1.299,0.24780902,1.321651744,1,1
1.273333333,0.242861296,1.295528206,1,1
1.226,0.225244695,1.245841081,1,1
1.2,0.217049176,1.218827305,1,1
1.241,0.222715994,1.260170623,1,1
1.253666667,0.227376087,1.27344284,1,1
1.265,0.231498119,1.285313191,1,1
1.257333333,0.230126402,1.277528865,1,1
1.258333333,0.233460967,1.279097338,1,1
1.244666667,0.208801726,1.261483254,1,1
1.249333333,0.197849356,1.264386544,1,1
1.237,0.187913223,1.250721125,1,1
1.234,0.211783885,1.251444499,1,1
1.216333333,0.217944683,1.235064101,1,1
1.241,0.258061073,1.266671491,1,1
1.214666667,0.267049438,1.242720135,1,1
1.227,0.26959932,1.255304744,1,1
1.214333333,0.272418078,1.24352054,1,1
1.225333333,0.248342552,1.249423867,1,1
1.24,0.231695401,1.260751099,1,1
1.248,0.215316928,1.265827792,1,1
1.234333333,0.223262384,1.253699858,1,1
1.248333333,0.221765383,1.267231891,1,1
1.259666667,0.269782586,1.287290436,1,1
1.284333333,0.271657535,1.311811724,1,1
1.264333333,0.266777491,1.291253913,1,1
1.243666667,0.259528529,1.269573419,1,1
1.235666667,0.267938276,1.263435792,1,1
1.235666667,0.243050773,1.258561348,1,1
1.27,0.215582611,1.28756618,1,1
1.244666667,0.205874641,1.261018107,1,1
1.240666667,0.200773218,1.256272263,1,1
1.246666667,0.210194218,1.263679812,1,1
1.256,0.242182604,1.27837136,1,1
1.226,0.224846308,1.245771515,1,1
1.238666667,0.220809378,1.257547878,1,1
1.216333333,0.222749021,1.23589239,1,1
1.196333333,0.191464111,1.211053261,1,1
1.235333333,0.236930564,1.25710514,1,1
1.237333333,0.223867777,1.256757733,1,1
1.226666667,0.239242098,1.249015612,1,1
1.211666667,0.220611741,1.230927834,1,1
1.217666667,0.192258507,1.232251327,1,1
1.219333333,0.188422367,1.233326126,1,1
1.182333333,0.173656088,1.194597561,1,1
1.199,0.201585953,1.215270889,1,1
1.191,0.23135806,1.212527663,1,1
1.206333333,0.233747334,1.228029587,1,1
1.274,0.255296987,1.298491432,1,1
