Mean,STD,RMS,Male/Female,Gesture
1.271666667,0.268560445,1.298790463,1,1
1.259333333,0.254638802,1.283978193,1,1
1.305,0.266610267,1.331065989,1,1
1.329,0.303091542,1.361999755,1,1
1.295666667,0.28243624,1.325089934,1,1
1.292666667,0.262979393,1.318271596,1,1
1.289666667,0.26377215,1.315483435,1,1
1.267,0.236907519,1.288232639,1,1
1.275333333,0.207542822,1.291554619,1,1
1.246,0.19114176,1.260092589,1,1
1.216666667,0.17920001,1.229357556,1,1
1.180333333,0.163590813,1.191241649,1,1
1.191666667,0.161503354,1.202199373,1,1
1.22,0.218710957,1.238805877,1,1
1.212666667,0.212098437,1.230466036,1,1
1.231666667,0.228021223,1.251903883,1,1
1.222333333,0.260207919,1.248819443,1,1
1.211,0.248462167,1.235393325,1,1
1.246,0.25688586,1.2713405,1,1
1.222333333,0.239822971,1.244868132,1,1
1.207666667,0.227651932,1.228233148,1,1
1.24,0.245651842,1.26330255,1,1
1.265333333,0.222086242,1.284035306,1,1
1.276666667,0.240248913,1.298334831,1,1
1.299666667,0.225762819,1.318485242,1,1
1.265666667,0.233100294,1.286249069,1,1
1.262666667,0.221716397,1.281345647,1,1
1.274666667,0.203227973,1.290232537,1,1
1.247,0.195309657,1.261698591,1,1
1.22,0.18305831,1.233204498,1,1
1.178333333,0.169991548,1.190127444,1,1
1.177666667,0.166188164,1.188947714,1,1
1.195,0.146187173,1.203612618,1,1
1.180666667,0.163684586,1.191584379,1,1
1.205333333,0.189531788,1.219652956,1,1
1.247666667,0.260869677,1.27375691,1,1
1.268333333,0.254342741,1.292750298,1,1
1.268333333,0.265551908,1.294927282,1,1
1.279666667,0.251676905,1.30337127,1,1
1.245666667,0.2466001,1.269042946,1,1
1.258,0.249722605,1.281735802,1,1
1.272,0.248032256,1.295165369,1,1
1.268,0.236138475,1.289079775,1,1
1.249,0.228100855,1.268974652,1,1
1.212333333,0.21376241,1.230415919,1,1
1.191333333,0.195090312,1.206675875,1,1
1.246,0.160206763,1.255916664,1,1
1.251333333,0.188015651,1.264913699,1,1
1.229333333,0.184707286,1.242674535,1,1
1.234333333,0.226452147,1.254252766,1,1
1.238666667,0.213472656,1.256322676,1,1
1.225333333,0.215626326,1.243537964,1,1
1.227,0.203692635,1.243236368,1,1
1.238,0.222375886,1.257158171,1,1
1.259333333,0.24264254,1.281730601,1,1
1.271333333,0.244042582,1.293777415,1,1
1.252,0.224244325,1.271264462,1,1
1.236333333,0.201742125,1.252143496,1,1
1.21,0.199965514,1.2258684,1,1
1.19,0.189627584,1.204516501,1,1
1.204666667,0.191810491,1.219338619,1,1
1.211333333,0.181045495,1.224342,1,1
1.198333333,0.180632668,1.211422029,1,1
1.172333333,0.182032269,1.185915961,1,1
1.162333333,0.161131416,1.173079992,1,1
1.228333333,0.169035465,1.239525447,1,1
1.238333333,0.206114855,1.25480543,1,1
1.217,0.198531679,1.232554258,1,1
1.237666667,0.224617427,1.257215176,1,1
1.232666667,0.247817137,1.256516348,1,1
1.254333333,0.253209513,1.278800219,1,1
1.274333333,0.250608684,1.29793554,1,1
1.295,0.248328898,1.317815111,1,1
1.289666667,0.260814154,1.314913178,1,1
1.316666667,0.294645706,1.348159239,1,1
1.316,0.270702789,1.342644157,1,1
1.282666667,0.251943252,1.306366462,1,1
1.244333333,0.237453202,1.266045023,1,1
1.218333333,0.21920048,1.237248291,1,1
1.256,0.169005203,1.266943829,1,1
1.262666667,0.192979065,1.27684246,1,1
1.23,0.188203851,1.243840826,1,1
1.2,0.17228685,1.211896585,1,1
1.166666667,0.153495666,1.176387124,1,1
1.168666667,0.13095757,1.175738066,1,1
1.192333333,0.147850888,1.201161937,1,1
1.203333333,0.160502086,1.213636409,1,1
1.241666667,0.212879816,1.259183598,1,1
1.269,0.272553063,1.296984965,1,1
1.265333333,0.262793131,1.291443637,1,1
1.243,0.241048714,1.265391902,1,1
1.258,0.266928894,1.285083655,1,1
1.245,0.250141339,1.269058706,1,1
1.279,0.256129682,1.303555395,1,1
1.310333333,0.240795855,1.331549223,1,1
1.284666667,0.22710674,1.303927401,1,1
1.253333333,0.211779543,1.270511708,1,1
1.218,0.211128332,1.23556195,1,1
1.210666667,0.176711987,1.223069908,1,1
1.236666667,0.164701053,1.247223583,1,1
1.214666667,0.166438004,1.225639969,1,1
1.198,0.153945803,1.207523637,1,1
1.17,0.141494486,1.178241628,1,1
1.184666667,0.133409748,1.191906037,1,1
1.177333333,0.140342766,1.185391637,1,1
1.167,0.137819222,1.174840415,1,1
1.185333333,0.175494048,1.197825808,1,1
1.209666667,0.231181125,1.230835759,1,1
1.242666667,0.220202624,1.261385482,1,1
1.258666667,0.209839567,1.275463315,1,1
1.272333333,0.210789703,1.289101754,1,1
1.249333333,0.224237149,1.268637064,1,1
1.262666667,0.213605071,1.280013021,1,1
1.273,0.195909022,1.287489806,1,1
1.249666667,0.183029738,1.262556929,1,1
1.219,0.171008167,1.230540532,1,1
1.192666667,0.159502099,1.202932528,1,1
1.180333333,0.152823616,1.189858535,1,1
1.197333333,0.163579219,1.208086641,1,1
1.199666667,0.174128041,1.211820944,1,1
1.177333333,0.161136766,1.187945004,1,1
1.185666667,0.195142447,1.201089783,1,1
1.257666667,0.235894239,1.278873202,1,1
1.255666667,0.251240829,1.279733045,1,1
1.252333333,0.229987756,1.272583985,1,1
1.281,0.272008494,1.308618865,1,1
1.267333333,0.256016343,1.292088748,1,1
1.272333333,0.226436919,1.291664301,1,1
1.241333333,0.207110388,1.257924216,1,1
1.245333333,0.203346711,1.261279773,1,1
1.244333333,0.204495735,1.260472134,1,1
1.243,0.222340993,1.262076332,1,1
1.242333333,0.184889218,1.255562291,1,1
1.244666667,0.171499137,1.256036093,1,1
1.206333333,0.169002823,1.217723285,1,1
1.173666667,0.156392154,1.183696188,1,1
1.181333333,0.140411546,1.189372384,1,1
1.181333333,0.132397868,1.188483628,1,1
1.174666667,0.154623755,1.18446331,1,1
1.161666667,0.156273044,1.171783541,1,1
1.155666667,0.176921633,1.168684446,1,1
1.211,0.210424038,1.22854521,1,1
1.243666667,0.224107169,1.263034705,1,1
1.228,0.20980122,1.245204133,1,1
1.256,0.241940432,1.278327032,1,1
1.257333333,0.260674633,1.283188736,1,1
1.295333333,0.242113301,1.317024424,1,1
1.288666667,0.22631582,1.307735957,1,1
1.278333333,0.206882998,1.294414926,1,1
1.259666667,0.203444194,1.275448941,1,1
1.266,0.195229308,1.280468664,1,1
1.245666667,0.194540721,1.260265845,1,1
1.245,0.190548211,1.259016812,1,1
1.221333333,0.188400405,1.235300233,1,1
1.231666667,0.205041347,1.248055821,1,1
1.221,0.239746274,1.243544665,1,1
1.232333333,0.218642888,1.250942311,1,1
1.220333333,0.208880156,1.237493434,1,1
1.190666667,0.19620421,1.206192356,1,1
1.177,0.194531267,1.192438678,1,1
1.231666667,0.213752731,1.249467887,1,1
1.255666667,0.245829817,1.278716805,1,1
1.256333333,0.227421579,1.276076017,1,1
1.258333333,0.248971447,1.281921734,1,1
1.225333333,0.236376866,1.247178148,1,1
1.241666667,0.201118996,1.257313273,1,1
1.231333333,0.200529185,1.247017776,1,1
1.24,0.205157635,1.256298797,1,1
1.230666667,0.219308212,1.249413196,1,1
1.241666667,0.234168865,1.262831475,1,1
1.262,0.199281468,1.277119154,1,1
1.269,0.200625745,1.284239074,1,1
1.238,0.196106938,1.252924579,1,1
1.264,0.222797264,1.282840598,1,1
1.275333333,0.229327853,1.295111321,1,1
1.234,0.218799231,1.252610607,1,1
1.205333333,0.202854344,1.221722827,1,1
1.172666667,0.185080287,1.18670131,1,1
1.152,0.184939878,1.166261835,1,1
1.166333333,0.182274581,1.180021186,1,1
1.191,0.170240195,1.202703898,1,1
1.196666667,0.161444628,1.207148154,1,1
1.203333333,0.197943449,1.21896951,1,1
1.197666667,0.180319321,1.210717418,1,1
1.246,0.204696579,1.262148961,1,1
1.249333333,0.196292065,1.26415189,1,1
1.227,0.181015336,1.239840043,1,1
1.206666667,0.191749357,1.221305313,1,1
1.193,0.186901228,1.207069454,1,1
1.229,0.179238812,1.241570242,1,1
1.241,0.195454378,1.255790588,1,1
1.211,0.188100303,1.225040135,1,1
1.218666667,0.204900873,1.235205786,1,1
1.234333333,0.215785387,1.252433631,1,1
1.226333333,0.240595287,1.24893955,1,1
1.199333333,0.221980635,1.219029669,1,1
1.213666667,0.223367385,1.233376125,1,1
1.212,0.238492391,1.234474247,1,1
1.235666667,0.227181886,1.255692372,1,1
1.288333333,0.213349048,1.305298178,1,1
1.291666667,0.206682888,1.307553696,1,1
1.279666667,0.217833903,1.297465478,1,1
1.274333333,0.19977027,1.289380988,1,1
1.309666667,0.220914765,1.327555397,1,1
1.282666667,0.212925976,1.299638411,1,1
1.248666667,0.192313202,1.262901421,1,1
1.205333333,0.177292537,1.217872462,1,1
1.189,0.176524883,1.201600322,1,1
1.173,0.171848971,1.185106184,1,1
1.169666667,0.176956713,1.182535412,1,1
1.178,0.204389756,1.195017434,1,1
1.200333333,0.226312011,1.220782536,1,1
1.187666667,0.205152312,1.204672846,1,1
1.205,0.200064645,1.220949084,1,1
1.209,0.1898157,1.223319255,1,1
1.186333333,0.190778502,1.201070356,1,1
1.183,0.195256683,1.19847542,1,1
1.215,0.201627003,1.231065934,1,1
1.240666667,0.194616038,1.255335281,1,1
1.810666667,0.945832723,2.035508127,1,2
1.824333333,0.935003903,2.042861555,1,2
1.871666667,0.920858233,2.079146459,1,2
1.883,0.926875173,2.091924951,1,2
1.890666667,0.915197108,2.093868827,1,2
1.874333333,0.914099079,2.078665437,1,2
1.847666667,0.928408662,2.060845296,1,2
1.796666667,0.937690977,2.0193976,1,2
1.763333333,0.933910331,1.988079475,1,2
1.782333333,0.940702904,2.008018094,1,2
1.813,0.927830804,2.029567277,1,2
1.797,0.922194347,2.012784969,1,2
1.738333333,0.930961992,1.964587319,1,2
1.730333333,0.957419244,1.969809635,1,2
1.737333333,0.956581317,1.975569116,1,2
1.712,0.975904178,1.962545965,1,2
1.721,0.965152659,1.965276062,1,2
1.775,0.968300146,2.014193801,1,2
1.785,0.98351849,2.030096057,1,2
1.751,0.975147557,1.996300746,1,2
1.753666667,0.962344419,1.992632262,1,2
1.828666667,0.951879206,2.054237896,1,2
1.916333333,0.968089064,2.139693903,1,2
1.958,0.954544123,2.171300685,1,2
2.017666667,0.952787863,2.224527665,1,2
2.055333333,0.927212111,2.248435011,1,2
2.000333333,0.934870389,2.201404854,1,2
1.923333333,0.939671011,2.133719757,1,2
1.900333333,0.916716341,2.10324115,1,2
1.860666667,0.911591762,2.065279642,1,2
1.850333333,0.905502274,2.053372023,1,2
1.839666667,0.935205983,2.056655051,1,2
1.800666667,0.937108294,2.02269622,1,2
1.803,0.92921231,2.021252912,1,2
1.849666667,0.926805724,2.061941642,1,2
1.817,0.944720904,2.04064614,1,2
1.797,0.936741049,2.019268019,1,2
1.819333333,0.95919123,2.049232377,1,2
1.758,0.967183611,1.998706248,1,2
1.727333333,0.967235425,1.97181135,1,2
1.722333333,0.98619325,1.97650955,1,2
1.728666667,0.970974389,1.974753993,1,2
1.803,0.957151485,2.033816609,1,2
1.874333333,0.966428488,2.101422534,1,2
1.866,0.972368598,2.096649708,1,2
1.822333333,0.960329266,2.052410778,1,2
1.781333333,0.954960672,2.013628566,1,2
1.760333333,0.94138007,1.988826287,1,2
1.762666667,0.938696577,1.989666639,1,2
1.784666667,0.921115266,2.001301243,1,2
1.826,0.913785608,2.035054463,1,2
1.866666667,0.922703424,2.075438909,1,2
1.827,0.927615222,2.04198841,1,2
1.808,0.934833196,2.028212678,1,2
1.800666667,0.93925845,2.023660051,1,2
1.81,0.931679981,2.02859393,1,2
1.822,0.951243832,2.048020182,1,2
1.788666667,0.953739404,2.019561008,1,2
1.767666667,0.947911255,1.998306783,1,2
1.785333333,0.932718435,2.00708246,1,2
1.772,0.93150379,1.994682932,1,2
1.817333333,0.939684222,2.038694026,1,2
1.882,0.957256857,2.104214818,1,2
1.920333333,0.952294809,2.136426144,1,2
1.914,0.957848163,2.133140095,1,2
1.866333333,0.973388973,2.097403951,1,2
1.810666667,0.964186036,2.04381506,1,2
1.795333333,0.956310198,2.026639254,1,2
1.757,0.949239805,1.989489884,1,2
1.778333333,0.944348282,2.006124788,1,2
1.796666667,0.951330587,2.025555068,1,2
1.756666667,0.956128448,1.992382159,1,2
1.798666667,0.958586363,2.030630444,1,2
1.851,0.959419185,2.077499298,1,2
1.855333333,0.961158544,2.082136723,1,2
1.914666667,0.942226758,2.127004153,1,2
1.9,0.955095229,2.119386704,1,2
1.841666667,0.950415819,2.065167467,1,2
1.774,0.957174722,2.00816334,1,2
1.740333333,0.953094717,1.97658038,1,2
1.744333333,0.95095844,1.979110069,1,2
1.764333333,0.961509888,2.001638495,1,2
1.819666667,0.944090452,2.042739174,1,2
1.876333333,0.927467755,2.086180721,1,2
1.915,0.90990242,2.113657967,1,2
1.885333333,0.930475345,2.09556834,1,2
1.886333333,0.917573574,2.090963893,1,2
1.869666667,0.912058994,2.073590284,1,2
1.832,0.927471163,2.046400091,1,2
1.827333333,0.925630944,2.041416175,1,2
1.783,0.930995574,2.00423302,1,2
1.826,0.92864603,2.041546799,1,2
1.827,0.926674254,2.041575372,1,2
1.833,0.933266972,2.049839831,1,2
1.804333333,0.931941553,2.023655933,1,2
1.789,0.940320378,2.01376513,1,2
1.756,0.941970056,1.985262367,1,2
1.706,0.953218143,1.94647716,1,2
1.710666667,0.952882861,1.950410213,1,2
1.696666667,0.954352401,1.938841579,1,2
1.702666667,0.969834445,1.951486613,1,2
1.705,0.96553987,1.951465261,1,2
1.745666667,0.943309228,1.976745642,1,2
1.772666667,0.942340934,2.000188324,1,2
1.788333333,0.937590762,2.011941848,1,2
1.782333333,0.939844754,2.007629614,1,2
1.798666667,0.933852729,2.019458673,1,2
1.796666667,0.957166556,2.028211034,1,2
1.802333333,0.955877222,2.032646059,1,2
1.817666667,0.965261027,2.050508067,1,2
1.892,0.942031554,2.106539026,1,2
1.896,0.941516019,2.109909951,1,2
1.890333333,0.93027057,2.099980159,1,2
1.883,0.921659485,2.08969615,1,2
1.839,0.920383541,2.049582884,1,2
1.794333333,0.920875458,2.009820058,1,2
1.748666667,0.925473722,1.971239881,1,2
1.715666667,0.93189345,1.944991003,1,2
1.696333333,0.952649602,1.937740093,1,2
1.715,0.945824763,1.950894667,1,2
1.700666667,0.945161666,1.937993808,1,2
1.723333333,0.928459359,1.950174351,1,2
1.762,0.885435408,1.965326097,1,2
1.764333333,0.860090947,1.95651987,1,2
1.755333333,0.865219659,1.950601617,1,2
1.769,0.838460617,1.951651437,1,2
1.754333333,0.844212277,1.940779053,1,2
1.705333333,0.826086467,1.888870915,1,2
1.744,0.803756697,1.914687094,1,2
1.793666667,0.778962543,1.95033245,1,2
1.776333333,0.771315416,1.931439014,1,2
1.780333333,0.749576815,1.926842841,1,2
1.755666667,0.7346671,1.898449367,1,2
1.738666667,0.736696884,1.883505597,1,2
1.728,0.719767204,1.867292157,1,2
1.697,0.733631261,1.843931488,1,2
1.724,0.709738174,1.859869171,1,2
1.713,0.724398204,1.855163066,1,2
1.684666667,0.725205005,1.829342323,1,2
1.65,0.736440648,1.801878649,1,2
1.709666667,0.70667011,1.845452971,1,2
1.674,0.710985717,1.814091141,1,2
1.647666667,0.701194465,1.786082305,1,2
1.683333333,0.684348839,1.812824684,1,2
1.674666667,0.706817702,1.813131729,1,2
1.622666667,0.710773902,1.766750312,1,2
1.614333333,0.698301799,1.754264328,1,2
1.623333333,0.727287513,1.773845164,1,2
1.630333333,0.723518621,1.7787683,1,2
1.615333333,0.759880813,1.779739681,1,2
1.644666667,0.743745105,1.799901849,1,2
1.639333333,0.764126426,1.80328589,1,2
1.666666667,0.76050044,1.82670742,1,2
1.675,0.753240127,1.831415664,1,2
1.678333333,0.759923242,1.837127286,1,2
1.653333333,0.765115873,1.81642506,1,2
1.685333333,0.777865042,1.850743995,1,2
1.683333333,0.766835564,1.844463788,1,2
1.667,0.759396993,1.82656782,1,2
1.75,0.748234704,1.898339625,1,2
1.773666667,0.742602522,1.918064128,1,2
1.766333333,0.705610439,1.897688945,1,2
1.752333333,0.686744862,1.877916399,1,2
1.735666667,0.706783307,1.869606911,1,2
1.674666667,0.703016816,1.811702698,1,2
1.643,0.704224445,1.782932977,1,2
1.61,0.704566387,1.752702675,1,2
1.571,0.703456246,1.716507112,1,2
1.581,0.707201137,1.727143113,1,2
1.546,0.708906881,1.695851802,1,2
1.525,0.717638609,1.680316438,1,2
1.559,0.73201352,1.717109004,1,2
1.585666667,0.743262535,1.74595628,1,2
1.587,0.738629439,1.745266933,1,2
1.594333333,0.766355834,1.763412412,1,2
1.614,0.768449402,1.782084921,1,2
1.626666667,0.770500658,1.794415411,1,2
1.622333333,0.758904307,1.785694076,1,2
1.620333333,0.745267753,1.778310996,1,2
1.65,0.73578014,1.801617792,1,2
1.686,0.745948135,1.838609982,1,2
1.665666667,0.751268735,1.822096778,1,2
1.702,0.733505518,1.848485867,1,2
1.692,0.740467699,1.841977199,1,2
1.682,0.72984363,1.828671649,1,2
1.686333333,0.746506731,1.83913476,1,2
1.659666667,0.744527081,1.813928518,1,2
1.610333333,0.736471004,1.765639639,1,2
1.585333333,0.729240197,1.739927202,1,2
1.593333333,0.740034171,1.751601172,1,2
1.642,0.811369213,1.825524582,1,2
1.664666667,0.832705327,1.855101075,1,2
1.741333333,0.974830607,1.987677036,1,2
1.76,0.977075157,2.005106813,1,2
1.735666667,0.970274342,1.980552953,1,2
1.73,0.967973354,1.974497404,1,2
1.770333333,0.967240951,2.00958951,1,2
1.777666667,0.964864412,2.014951612,1,2
1.757,0.954694932,1.992011546,1,2
1.77,0.943661248,1.998427715,1,2
1.750333333,0.95663737,1.987037158,1,2
1.690666667,0.961826328,1.937169757,1,2
1.672333333,0.96003119,1.920322022,1,2
1.643333333,0.983524042,1.906730185,1,2
1.641,0.971995282,1.898990082,1,2
1.660666667,0.971880273,1.91595407,1,2
1.669333333,0.955611136,1.915574761,1,2
1.671333333,0.90943231,1.895482348,1,2
1.725666667,0.90006775,1.939340953,1,2
1.726666667,0.881277808,1.931874737,1,2
1.715666667,0.871679644,1.91781386,1,2
1.738333333,0.847454946,1.927704161,1,2
1.765,0.821759047,1.941134548,1,2
1.793,0.791851388,1.954731866,1,2
1.776333333,0.794951672,1.940681152,1,2
1.761333333,0.772727964,1.918202283,1,2
1.734,0.788646156,1.899470102,1,2
1.689,0.774874183,1.852872545,1,2
1.673666667,0.759016984,1.832501933,1,2
1.707666667,0.773494905,1.869351938,1,2
1.698666667,0.754872601,1.853727776,1,2
1.669666667,0.741240727,1.821787584,1,2
1.654333333,0.753839292,1.812774117,1,2
1.601,0.746709333,1.761303495,1,2
1.613333333,0.720733981,1.762097235,1,2
1.629666667,0.74788199,1.787874902,1,2
1.683,0.72872657,1.82916101,1,2
1.690666667,0.731615752,1.83732777,1,2
1.68,0.715561029,1.821362128,1,2
1.647666667,0.712579981,1.790432909,1,2
1.614,0.710811096,1.758808309,1,2
1.591333333,0.708868615,1.737264133,1,2
1.626333333,0.717930375,1.772908157,1,2
1.636666667,0.743367609,1.792443398,1,2
1.690333333,0.752107308,1.845003162,1,2
1.709,0.740658374,1.857678659,1,2
1.722666667,0.720172074,1.86250906,1,2
1.744,0.701926413,1.875583465,1,2
1.743666667,0.704617692,1.876248917,1,2
1.712,0.702843486,1.846203311,1,2
1.696666667,0.698951596,1.83055365,1,2
1.662666667,0.714765133,1.805081716,1,2
1.599,0.713221685,1.746004009,1,2
1.597666667,0.707451391,1.742510641,1,2
1.595666667,0.712250844,1.742568028,1,2
1.560333333,0.710878443,1.70972025,1,2
1.575666667,0.725385431,1.729557747,1,2
1.552,0.730438697,1.71010526,1,2
1.526,0.732523273,1.687418146,1,2
1.487666667,0.730548605,1.651987692,1,2
1.518666667,0.721997867,1.676381023,1,2
1.567333333,0.718494275,1.71917422,1,2
1.601,0.763473686,1.768237352,1,2
1.669333333,0.759772803,1.828848454,1,2
1.698,0.757051449,1.853975908,1,2
1.693,0.732153884,1.839682038,1,2
1.709333333,0.762111103,1.86635295,1,2
1.769333333,0.803054227,1.93750871,1,2
1.839,0.905132301,2.043006771,1,2
1.843,0.962439967,2.071729551,1,2
1.829666667,0.95168266,2.055040146,1,2
1.794333333,0.971847453,2.032888749,1,2
1.794,0.967212846,2.030456435,1,2
1.741,0.96729395,1.983822069,1,2
1.772666667,0.964489979,2.010368125,1,2
1.845333333,0.945784598,2.066384927,1,2
1.839333333,0.930513145,2.054297934,1,2
1.793666667,0.933323625,2.014769631,1,2
1.814,0.926616388,2.029924465,1,2
1.793666667,0.932599198,2.014445333,1,2
1.755333333,0.934915572,1.9814456,1,2
1.759666667,0.935699935,1.985642633,1,2
1.760333333,0.934733904,1.985793712,1,2
1.756666667,0.918519548,1.975204631,1,2
1.725666667,0.911091363,1.944310503,1,2
1.669,0.891021692,1.884944738,1,2
1.704,0.858505518,1.901599327,1,2
1.743333333,0.842129212,1.929962003,1,2
1.748,0.817917456,1.924108452,1,2
1.765,0.792907135,1.929499935,1,2
1.773,0.792804494,1.936779974,1,2
1.712666667,0.780976106,1.876917686,1,2
1.692666667,0.769706318,1.854135917,1,2
1.666666667,0.76283651,1.827648763,1,2
1.666,0.758917559,1.825462498,1,2
1.708666667,0.739154845,1.856792934,1,2
1.715333333,0.729452952,1.859229231,1,2
1.717,0.756321178,1.871107515,1,2
1.727,0.750039769,1.877854272,1,2
1.701,0.740905085,1.85041707,1,2
1.684333333,0.733704269,1.832309108,1,2
2.439666667,0.746737656,2.547744754,1,3
2.562666667,0.867405697,2.700846781,1,3
2.608,0.764633787,2.714192329,1,3
2.539666667,0.738135972,2.641323532,1,3
2.422,0.719426975,2.523173927,1,3
2.5,0.804903078,2.622264924,1,3
2.628,0.888421304,2.769362141,1,3
2.619333333,0.838043425,2.745872053,1,3
2.502,0.811972481,2.626276198,1,3
2.383666667,0.784516031,2.505357593,1,3
2.436,0.790920895,2.557107741,1,3
2.576,0.794223108,2.691754075,1,3
2.572,0.747245055,2.674873206,1,3
2.461333333,0.730284467,2.563922776,1,3
2.399,0.735683356,2.505671567,1,3
2.407,0.827668724,2.540836476,1,3
2.512666667,0.739286391,2.61568729,1,3
2.500666667,0.702075413,2.594188377,1,3
2.390333333,0.688849532,2.484429512,1,3
2.443666667,0.740626405,2.549852937,1,3
2.715666667,0.937920235,2.867963854,1,3
2.752333333,0.90572388,2.892806596,1,3
2.641,0.869103184,2.775795982,1,3
2.518,0.833788198,2.648084843,1,3
2.489,0.801930215,2.610895759,1,3
2.602666667,0.910691035,2.752378365,1,3
2.658,0.794881904,2.770512588,1,3
2.56,0.768262707,2.669110963,1,3
2.438,0.747277357,2.546301894,1,3
2.409,0.767792851,2.524507213,1,3
2.448666667,0.73782875,2.553862434,1,3
2.478333333,0.66130531,2.562202828,1,3
2.373333333,0.65393416,2.458879148,1,3
2.338666667,0.670870424,2.429902604,1,3
2.554,0.910383019,2.706304984,1,3
2.664666667,0.904928015,2.809278674,1,3
2.601333333,0.857066904,2.734412795,1,3
2.481666667,0.824286874,2.610645514,1,3
2.441666667,0.818510351,2.570868206,1,3
2.567333333,0.97196897,2.73942208,1,3
2.645,0.880375116,2.783028925,1,3
2.556,0.838050282,2.68552664,1,3
2.436666667,0.807184692,2.56264967,1,3
2.468666667,0.849067372,2.605993093,1,3
2.659666667,0.972474566,2.826306777,1,3
2.769,0.848753041,2.892011411,1,3
2.668333333,0.813210255,2.785546625,1,3
2.539333333,0.785335129,2.654130115,1,3
2.492333333,0.773120338,2.605670099,1,3
2.495,0.754872677,2.603048853,1,3
2.523,0.646711309,2.601888417,1,3
2.421333333,0.641397899,2.50210578,1,3
2.370666667,0.66109592,2.458157847,1,3
2.471333333,0.782488221,2.588313479,1,3
2.512333333,0.834632619,2.642954786,1,3
2.431666667,0.809968426,2.558746438,1,3
2.324,0.786842665,2.449379513,1,3
2.298,0.795913702,2.427584533,1,3
2.556333333,0.959919118,2.724989908,1,3
2.799333333,0.769688398,2.899817236,1,3
2.731333333,0.69669037,2.815915482,1,3
2.590666667,0.651946334,2.668786241,1,3
2.544666667,0.646501105,2.622853408,1,3
2.549333333,0.707311244,2.642482419,1,3
2.519,0.601379735,2.587462721,1,3
2.428,0.548630898,2.487196548,1,3
2.308333333,0.509388297,2.362039373,1,3
2.314,0.567630283,2.380348714,1,3
2.418666667,0.618411387,2.493919272,1,3
2.422333333,0.533321947,2.478437007,1,3
2.313666667,0.500148139,2.365346345,1,3
2.241,0.488744697,2.291940226,1,3
2.362,0.660231934,2.449575473,1,3
2.466333333,0.637638333,2.544765215,1,3
2.443333333,0.560961818,2.504808709,1,3
2.326,0.520017241,2.381528921,1,3
2.257333333,0.519143415,2.314320635,1,3
2.478333333,0.714953981,2.576093295,1,3
2.608666667,0.705137469,2.69921964,1,3
2.535333333,0.631908621,2.610347359,1,3
2.410666667,0.586638192,2.478706652,1,3
2.410333333,0.601816121,2.481897795,1,3
2.492333333,0.732556616,2.594316223,1,3
2.528333333,0.636472408,2.604623453,1,3
2.422666667,0.586749863,2.490404251,1,3
2.303,0.540288237,2.363469907,1,3
2.341,0.594621584,2.4128966,1,3
2.379333333,0.729099271,2.484973508,1,3
2.371,0.640588899,2.453225768,1,3
2.262333333,0.595944243,2.336977393,1,3
2.154333333,0.548381212,2.220776891,1,3
2.287666667,0.764824448,2.408085685,1,3
2.45,0.727224293,2.552200358,1,3
2.512333333,0.607400813,2.582335506,1,3
2.397,0.566021506,2.46075395,1,3
2.324666667,0.547796422,2.386242514,1,3
2.475666667,0.679283006,2.564170431,1,3
2.574333333,0.659893844,2.6548327,1,3
2.492333333,0.622573543,2.566398904,1,3
2.368666667,0.574430653,2.435067419,1,3
2.25,0.529749453,2.309497781,1,3
2.335666667,0.585883849,2.405650986,1,3
2.361333333,0.548896908,2.422217992,1,3
2.277666667,0.531625246,2.336871841,1,3
2.166666667,0.491488473,2.219899397,1,3
2.349333333,0.739351689,2.45922481,1,3
2.545333333,0.907363492,2.697144169,1,3
2.639,0.734233591,2.735955043,1,3
2.536333333,0.669830052,2.620439531,1,3
2.403666667,0.618772329,2.479461635,1,3
2.473666667,0.670097694,2.559900389,1,3
2.529,0.694641312,2.619596025,1,3
2.489666667,0.630831325,2.565759796,1,3
2.372333333,0.587042167,2.441535719,1,3
2.281,0.555377163,2.345447363,1,3
2.319333333,0.593097848,2.391515559,1,3
2.450333333,0.629676892,2.527332586,1,3
2.405,0.575857681,2.470745502,1,3
2.288666667,0.537572663,2.34890329,1,3
2.302333333,0.59949797,2.376585085,1,3
2.444333333,0.786658947,2.563780412,1,3
2.490333333,0.709110581,2.586085201,1,3
2.404,0.657170528,2.489315836,1,3
2.285666667,0.608121377,2.362574161,1,3
2.350333333,0.652472662,2.436307999,1,3
2.460333333,0.854059205,2.599681391,1,3
2.523333333,0.699365887,2.61534319,1,3
2.424666667,0.643876907,2.505946262,1,3
2.311333333,0.593119941,2.383763131,1,3
2.372333333,0.692086716,2.467991761,1,3
2.509333333,0.693426939,2.600301265,1,3
2.541,0.624319492,2.614089389,1,3
2.425,0.580675884,2.491298858,1,3
2.317,0.539509036,2.376942714,1,3
2.407333333,0.586391262,2.475408384,1,3
2.496333333,0.638184296,2.573981999,1,3
2.435666667,0.570666177,2.499455274,1,3
2.318333333,0.529932223,2.376160068,1,3
2.288,0.534108345,2.347489439,1,3
2.369333333,0.708120063,2.469506023,1,3
2.404333333,0.668264264,2.492490722,1,3
2.317666667,0.628658579,2.39866977,1,3
2.205,0.582330336,2.278119839,1,3
2.347666667,0.724334098,2.453305933,1,3
2.559333333,0.964010779,2.729198906,1,3
